0.5,157,397,634,871,1103,1334,1558,1781,2003,2225,2447,2.25,2.5
1,138,358,575,792,1008,1223,1434,1645,1855,2065,2275,,
1.125,139,359,576,793,1009,1224,1436,1648,1859,2070,2281,,
1.25,140,360,578,796,1013,1230,1444,1657,1871,2084,2297,,
1.375,141,362,583,803,1023,1242,1459,1676,1892,2108,2325,,
1.5,143,365,589,812,1034,1256,1477,1697,1918,2138,2358,,
1.625,143,368,594,820,1045,1269,1493,1717,1940,2162,2385,,
1.75,142,369,597,825,1052,1278,1505,1731,1957,2182,2407,,
1.875,139,368,597,826,1055,1284,1511,1738,1965,2191,2418,,
2,137,368,597,826,1056,1286,1514,1742,1971,2199,2427,,
2.125,135,365,594,822,1053,1284,1512,1740,1970,2200,2430,,
2.25,130,360,589,817,1049,1280,1509,1738,1969,2199,2430,,
2.375,124,352,580,808,1039,1269,1499,1728,1959,2190,2420,,
2.5,117,343,569,795,1025,1255,1484,1713,1945,2176,2408,,
2.625,108,330,553,775,1002,1229,1456,1683,1915,2146,2377,,
2.75,97,315,534,752,976,1199,1424,1649,1879,2109,2339,,
2.875,76,294,499,704,924,1144,1365,1585,1812,2039,2266,,
3,65,260,458,656,865,1074,1290,1506,1729,1951,2174,,
3.125,0,0,0,0,0,0,0,0,0,0,0,,
